t,ax,ay,az,gx,gy,gz,mag_valid,mx,my,mz,
12057,-1510,-19,16339,-270,93,41,1,-24,1450,292,
12078,-1575,-16,16311,-128,51,-114,1,-30,1446,288,
12098,-1580,-5,16296,-30,40,-283,1,-31,1447,293,
12118,-1584,30,16309,24,78,-473,1,-26,1448,288,
12139,-1605,68,16246,14,139,-674,1,-28,1448,286,
12159,-1550,88,16179,-30,223,-870,1,-30,1448,284,
12179,-1446,119,16171,-90,321,-1092,1,-30,1450,292,
12200,-1397,148,16176,-152,394,-1328,1,-30,1444,292,
12220,-1408,162,16162,-212,421,-1543,1,-33,1449,289,
12240,-1381,148,16103,-277,386,-1745,1,-30,1452,286,
12261,-1351,153,16073,-342,299,-1959,1,-27,1445,297,
12281,-1368,149,16078,-396,221,-2202,1,-17,1441,283,
12301,-1395,124,16120,-457,173,-2402,1,-19,1449,287,
12322,-1399,75,16117,-506,175,-2559,1,-22,1450,288,
12342,-1372,54,16085,-526,200,-2716,1,-29,1455,293,
12363,-1399,51,16061,-526,191,-2877,1,-24,1462,290,
12383,-1486,46,16076,-508,153,-3051,1,-24,1452,282,
12403,-1588,83,16106,-446,146,-3289,1,-28,1452,298,
12424,-1616,141,16129,-386,132,-3550,1,-19,1459,293,
12444,-1569,216,16118,-348,70,-3793,1,-16,1448,290,
12464,-1526,209,16085,-335,6,-4003,1,-18,1450,294,
12485,-1521,188,16057,-352,18,-4168,1,-18,1448,286,
12505,-1531,213,15982,-392,40,-4363,1,-15,1453,285,
12525,-1578,244,15941,-482,22,-4584,1,-16,1458,290,
12546,-1604,286,15973,-608,-8,-4803,1,-9,1459,289,
12566,-1624,315,16072,-727,15,-5016,1,-15,1461,293,
12586,-1698,312,16168,-779,92,-5217,1,-9,1461,287,
12607,-1745,337,16222,-768,167,-5396,1,-16,1458,292,
12627,-1744,342,16270,-655,218,-5582,1,-15,1457,289,
12648,-1727,335,16237,-489,159,-5726,1,-5,1453,291,
12668,-1706,328,16213,-312,-19,-5801,1,-6,1456,284,
12688,-1689,327,16254,-127,-276,-5831,1,-2,1462,284,
12708,-1713,372,16319,43,-490,-5840,1,-1,1461,287,
12729,-1749,436,16291,190,-645,-5877,1,-3,1461,289,
12750,-1748,422,16271,318,-711,-5963,1,1,1463,295,
12770,-1726,318,16209,420,-750,-6026,1,0,1464,290,
12790,-1673,247,16218,541,-735,-6061,1,5,1461,287,
12810,-1554,238,16256,690,-678,-6081,1,8,1468,280,
12831,-1477,290,16172,801,-678,-6082,1,9,1465,299,
12851,-1413,293,16198,876,-647,-6101,1,5,1477,287,
12872,-1383,306,16188,866,-565,-6132,1,10,1468,290,
12892,-1400,327,16105,798,-446,-6169,1,4,1470,290,
12912,-1459,314,16062,695,-326,-6196,1,9,1471,289,
12933,-1551,282,16069,513,-192,-6237,1,3,1465,291,
12953,-1604,260,16079,260,5,-6230,1,9,1469,289,
12974,-1547,189,16123,39,283,-6179,1,11,1467,293,
12994,-1395,152,16102,-168,604,-6079,1,12,1472,284,
13014,-1284,155,16155,-294,875,-5961,1,9,1467,281,
13035,-1259,294,16110,-359,1018,-5821,1,2,1480,288,
13055,-1269,515,16080,-377,987,-5702,1,8,1480,292,
13075,-1249,701,16109,-363,773,-5654,1,16,1474,290,
13096,-1178,905,16053,-356,348,-5636,1,13,1485,287,
13116,-1053,1070,15999,-347,-146,-5681,1,13,1475,293,
13136,-975,1154,16002,-344,-579,-5792,1,18,1472,290,
13157,-988,1136,16064,-296,-840,-5930,1,20,1494,286,
13177,-1014,1070,16191,-199,-983,-6101,1,17,1485,293,
13197,-1011,1033,16226,-130,-1117,-6280,1,15,1483,283,
13218,-998,928,16181,-149,-1210,-6403,1,20,1482,282,
13238,-973,760,16162,-193,-1147,-6487,1,20,1488,290,
13258,-932,681,16127,-261,-907,-6575,1,16,1492,288,
13279,-971,789,16056,-356,-615,-6713,1,22,1494,282,
13299,-1032,859,16002,-491,-327,-6916,1,23,1495,289,
13320,-1078,862,15994,-658,-151,-7074,1,21,1491,293,
13340,-1129,941,15983,-844,-70,-7212,1,17,1501,285,
13360,-1190,986,16156,-955,107,-7390,1,18,1492,284,
13381,-1258,897,16254,-961,309,-7512,1,20,1492,286,
13401,-1323,806,16303,-882,456,-7572,1,25,1501,295,
13421,-1338,871,16301,-729,515,-7610,1,20,1504,288,
13442,-1299,915,16381,-522,502,-7672,1,30,1504,290,
13462,-1263,823,16498,-298,426,-7637,1,27,1513,287,
13482,-1295,737,16431,-95,224,-7447,1,23,1503,283,
13503,-1300,781,16293,33,-84,-7240,1,24,1516,282,
13523,-1263,749,16263,102,-345,-7065,1,22,1510,292,
13543,-1223,634,16217,98,-554,-6816,1,32,1514,292,
13564,-1193,633,16079,15,-686,-6598,1,28,1516,284,
13584,-1193,620,15993,-90,-684,-6468,1,33,1515,289,
13605,-1179,579,15909,-233,-583,-6380,1,36,1518,288,
13625,-1126,563,15822,-467,-430,-6290,1,26,1520,292,
